TEI ID,TITLE,LEVEL,TYPE,PARENT NODE,,
DIV3680,Arts,j,,bibl,,
DIV3690,Sylvia,m,,bibl,,
DIV3690,Sésame et les Lys,m,,p,,
DIV3690,Swann,m,,p,,
DIV3700,Une lettre de Proust √† Colette,a,,bibl,,
DIV3700,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV3700,Colette,m,,p,,
DIV3710,La Femme de chambre de la Baronne de Picpus,a,,bibl,,
DIV3710,La Nouvelle Revue Francaise,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34356973m/date,
DIV3710,Le Temps retrouve,m,,p,,
DIV3720,"Les revues, les journaux: Une lettre de Proust",a,,bibl,,
DIV3720,La Nouvelle Revue Francaise,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34356973m/date,
DIV3720,Disque vert,j,,p,,
DIV3730,Une lettre in√©dite de Proust,a,,bibl,,
DIV3730,Les Nouvelles Litteraires,j,,bibl,,
DIV3730,Correspondance Génerale,m,,p,,
DIV3730,Nouvelles litteraires,j,,p,,
DIV3740,Twelve Unpublished Letters of Marcel Proust,a,,bibl,,
DIV3740,Harvard Library Bulletin,j,,bibl,,
DIV3750,Une lettre de Marcel Proust √† √âmmanuel Berl,a,,bibl,,
DIV3750,La Table Ronde,j,,bibl,,
DIV3760,"La B√©n√©diction du Sanglier: √âtude des Fresques de Giotto repr√©sentant l'Affaire Lemoine √† l'usage des jeunes √©tudiants et √©tudiantes du Corpus Christi qui se soucient encore d'elle, par John Ruskin",a,,bibl,,
DIV3760,La Nouvelle Revue Francaise,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34356973m/date,
DIV3760,L√©o,m,,p,,
DIV3760,La Fourmilière,m,,p,,
DIV3760,Textes Retrouves,m,,p,,
DIV3760,Pastiches et Melanges,m,,p,,
DIV3770,Sur Nerval,a,,bibl,,
DIV3770,La Nouvelle Revue Francaise,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34356973m/date,
DIV3770,Contre Sainte-Beuve,m,,p,,
DIV3770,Contre Sainte-Beuve,m,,p,,
DIV3780,Correspondance avec sa m√®re. Lettres in√©dites pr√©sent√©es et annot√©es par Philip Kolb avec 6 illustrations hors texte,m,,bibl,,
DIV3780,La Table Ronde,j,,p,,
DIV3780,La Revue de Paris,j,,p,http://gallica.bnf.fr/ark:/12148/cb34404247s/date,
DIV3790,Letters of Marcel Proust to Antoine Bibesco. Translated and introduced by Gerard Hopkins,m,,bibl,,
DIV3790,French Studies,j,,p,,
DIV3800,"Marcel Proust √† Madame Fortoul, future Mar√©chale Lyautey",a,,bibl,,
DIV3800,La Parisienne,j,,bibl,,
DIV3810,Mon Amiti√© avec Marcel Proust: Lettres in√©dites I,a,,bibl,,
DIV3810,La Revue des Deux Mondes,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb32858360p/date,
DIV3810,Mon amitie avec Marcel Proust,m,,p,,
DIV3820,Mon Amitie avec Marcel Proust: Lettres in√©dites II,a,,bibl,,
DIV3820,La Revue des Deux Mondes,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb32858360p/date,
DIV3820,Mon amitie avec Marcel Proust,m,,p,,
DIV3830,Mon Amitie avec Marcel Proust: Lettres in√©dites II,a,,bibl,,
DIV3830,La Revue des Deux Mondes,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb32858360p/date,
DIV3830,Mon amitie avec Marcel Proust,m,,p,,
DIV3840,Un in√©dit de Marcel Proust: Conversation avec ma m√®re,a,,bibl,,
DIV3840,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV3840,Contre Sainte-Beuve,m,,p,,
DIV3850,Un Pamphlet in√©dit de Proust Contre Sainte-Beuve,a,,bibl,,
DIV3850,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV3860,"Chardin, ou le coeur des choses",a,,bibl,,
DIV3860,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV3860,Revue hebdomadaire,j,,p,http://gallica.bnf.fr/ark:/12148/cb34350607j/date,
DIV3860,A Tribute to the Memory of a Friend,m,,p,,
DIV3860,Le Secret de Marcel Proust,m,,p,,
DIV3860,Contre Sainte-Beuve,,,p,,
DIV3860,Contre Sainte-Beuve,m,,p,,
DIV3870,À l'Ombre de Marcel Proust: comment Céline (qui précéda Céleste) et Nicolas Cottin voyaient leur maître. Propos recueillis par Paul Guth,a,,bibl,,
DIV3870,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV3870,Les Plaisirs et les Jours,m,,p,,
DIV3870,Du côté de chez Swann,m,,p,,
DIV3870,Compreensao de Proust,m,,p,,
DIV3880,Notes and Documents. √Ä propos d'une pr√©tendue lettre de Proust √† Vallette,a,,bibl,,
DIV3880,Modern Philology,j,,bibl,,
DIV3890,Alphonse Daudet,a,,bibl,,
DIV3890,Nouveaux M√©langes,m,,bibl,,
DIV3890,Gaulois,j,,p,http://gallica.bnf.fr/ark:/12148/cb32779904b/date.langFR,
DIV3890,Mercure de France,j,,p,,
DIV3890,Gaulois,j,,p,http://gallica.bnf.fr/ark:/12148/cb32779904b/date.langFR,
DIV3900,"Proust et la strat√©gie litt√©raire; avec des lettres de Marcel Proust √† Ren√© Blum, Bernard Grasset, et Louis Brun",m,,bibl,,
DIV3900,"Comment parut ""Du côté de chez Swann""",m,,p,,
DIV3900,Romanic Review,j,,p,,
DIV3900,Proust et la strat√©gie litt√©raire,m,,p,,
DIV3900,Contre Sainte-Beuve,m,,p,,
DIV3900,Jean Santeuil,m,,p,,
DIV3910,"Contre Sainte-Beuve, suivi de Nouveaux Melanges",m,,bibl,,
DIV3910,Contre Sainte-Beuve,m,,p,,
DIV3910,Le Balzac de Monsieur de Guermantes,m,,p,,
DIV3910,By Way of Sainte-Beuve,m,,p,,
DIV3920,Le combat de Marcel Proust,m,,bibl,,
DIV3920,"Comment parut ""Du côté de chez Swann""",m,,p,,
DIV3920,Proust et la strat√©gie litt√©raire,m,,p,,
DIV3920,Contre Sainte-Beuve,m,,p,,
DIV3920,Jean Santeuil,m,,p,,
DIV3930,Marcel Proust et Jacques Rivi√®re. Correspondance (1914-1922). Pr√©sent√©e et annot√©e par Philip Kolb. Avec un portrait hors texte et une lettre en fac-simil√©,m,,bibl,,
DIV3940,Histoire d'une vie II. La garde de la maison,m,,bibl,,
DIV3950,Lettre de Londres: le temps de Proust retrouv√©,a,,bibl,,
DIV3950,Preuves,j,,bibl,,
DIV3950,Si√®cle,j,,p,,
DIV3950,l'Aurore,j,,p,,
DIV3960,Histoire d'une vie III. La douceur de vivre menacee 1909-1914,m,,bibl,,
DIV3970,"Correspondencia de Marcel Proust con su madre, 1887-1905. Cartas in√©ditas con comentarios y notas de Philip Kolb",m,,bibl,,
DIV3980,"Marcel Proust: Lettres √† Reynaldo Hahn pr√©sent√©es, dat√©es et annot√©es par Philip Kolb. Pr√©face d'√âmmanuel Berl",m,,bibl,,
DIV3990,Introduction √† la lecture de Proust,m,,bibl,,
DIV3990,Sept √©tudes sur Marcel Proust,m,,p,,
DIV4000,"Une consultation, ou Marcel Proust √† la recherche d'une carri√®re: Lettres √† Charles Grandjean (1893-1895)",a,,bibl,,
DIV4000,Bulletin de la Soci√©t√© des Amis de Marcel Proust et des Amis de Combray,j,,bibl,,
DIV4010,Marcel Proust. Lettres √† Reynaldo Hahn. Introduction d'√âmmanuel Berl,a,,bibl,,
DIV4010,La Nouvelle Revue Francaise,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34356973m/date,
DIV4010,NRF,j,,note,http://gallica.bnf.fr/ark:/12148/cb34356973m/date,
DIV4020,Une Lettre de Marcel Proust √† Daniel Hal√©vy,a,,bibl,,
DIV4020,Le Divan,j,,bibl,,
DIV4020,Les Trois Croix,a,,p,,
DIV4030,Letters to his Mother. Translated and Edited with an Introduction by George D. Painter and with an Essay by Pamela Hansford Johnson,m,,bibl,,
DIV4030,Marcel Proust: Correspondance Avec Sa M√®re,m,,p,,
DIV4040,Lettres à un editeur,m,,bibl,,
DIV4050,La d√©dicace des Jeunes Filles en fleurs,a,,bibl,,
DIV4050,Les Cahiers de Saisons,j,,bibl,,
DIV4060,Retour √† Marcel Proust,m,,bibl,,
DIV4070,Marcel Proust: documents iconographiques avec une pr√©face et des notes par Georges Cattaui,m,,bibl,,
DIV4070,Jean Santeuil,m,,p,,
DIV4080,"Pleasures and Days, and other writings by Marcel Proust. Edited with an introduction by F. W. Dupee. Translated by Louise Var√®se, Gerard Hopkins and Barbara Dupee",m,,bibl,,
DIV4090,By Way of Sainte-Beuve (Contre Sainte-Beuve). Translated by Sylvia Townsend Warner,m,,bibl,,
DIV4100,On Art and Literature. Translated by Sylvia Townsend Warner,m,,bibl,,
DIV4100,Contre Sainte-Beuve,m,,p,,
DIV4100,Nouveaux M√©langes,m,,p,,
DIV4110,"A Forgotten Article by Proust: ""Un Dimanche au Conservatoire""",a,,bibl,,
DIV4110,Modern Language Review,j,,bibl,,
DIV4110,Gaulois,j,,p,http://gallica.bnf.fr/ark:/12148/cb32779904b/date.langFR,
DIV4120,Mon Amiti√© avec Marcel Proust. Souvenirs et lettres in√©dites,m,,bibl,,
DIV4120,Revue des Deux Mondes,j,,p,http://gallica.bnf.fr/ark:/12148/cb32858360p/date,
DIV4130,Trois po√®mes et un dessin,m,,bibl,,
DIV4140,Francis Jammes- Arthur Fontaine. Correspondance 1898-1930. Introduction et notes par Jean Labb√©,m,,bibl,,
DIV4150,Les Ma√Ætres et les amis. √âtudes et souvenirs litt√©raires,m,,bibl,,
DIV4150,Bulletin Marcel Proust,j,,p,https://catalog.hathitrust.org/Record/000524999,
DIV4160,"Les Ann√©es de Coll√®ge de Marcel Proust. Vocations, VIII. Collection dirig√©e par Henri Mondor de l'Acad√©mie Fran√ßaise",m,,bibl,,
DIV4170,Compreens√£o de Proust,m,,bibl,,
DIV4170,Figaro,j,,p,http://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&version=1.2&startRecord=0&maximumRecords=15&page=1&exactSearch=false&query=%28%28%28dc.title%20adj%20%22Le%20Figaro%20%3A%20journal%20litt%C3%A9raire%20%3A%20th%C3%A9%C3%A2tre%2C%20critique%2C%20sciences%2C%20arts%2C%20moeurs%2C%20nouvelles%2C%20scandale%2C%20%C3%A9conomie%20domestique%2C%20biographie%2C%20bibliographie%2C%20modes%22%20or%20dc.title%20adj%20%22Figaro%20%3A%20%C3%A9lecteur%2C%20jur%C3%A9%2C%20contribuable%2C%20artiste%2C%20financier%2C%20auteur%2C%20industriel%2C%20homme%20du%20monde%20et%20journaliste%22%20%29%20or%20dc.title%20adj%20%22Figaro%20%3A%20journal%20non%20politique%22%20%29%20or%20dc.title%20adj%20%22Le%20Figaro%20%3A%20journal%20litt%C3%A9raire%20et%20d%27arts%22%20%29%20%20and%20%28dc.type%20all%20%22fascicule%22%29%20sortby%20dc.date%2Fsort.ascending,
DIV4180,Texte in√©dit (sur les Sources du Loir √† Illiers),a,,bibl,,
DIV4180,"Le Point, revue artistique et litt√©raire (Souillac, Lot)",j,,bibl,,
DIV4180,Temps retrouve,m,,p,,
DIV4180,Swann,m,,p,,
DIV4190,Deux lettres in√©dites. Marcel Proust,a,,bibl,,
DIV4190,Parler (Grenoble),j,,bibl,,
DIV4190,Correspondance Génerale,m,,p,,
DIV4190,Bulletin Marcel Proust,j,,p,https://catalog.hathitrust.org/Record/000524999,
DIV4200,Una lettera di Proust,a,,bibl,,
DIV4200,Studia Neophilologica (Uppsala),j,,bibl,,
DIV4210,"Darlu, ma√Ætre du jeune Proust",a,,bibl,,
DIV4210,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV4210,D√©bats,j,,p,,
DIV4220,The Sources of the Loir at Illiers,a,,bibl,,
DIV4220,Evergreen Review,j,,bibl,,
DIV4230,"Alphonse Darlu (1849-1921). Le Ma√Ætre de philosophie de Marcel Proust, suivi d'une √©tude critique du Contre Sainte-Beuve",m,,bibl,,
DIV4230,Contre Sainte-Beuve,m,,p,,
DIV4230,Bible d'Amiens,m,,p,,
DIV4230,Bible d'Amiens,m,,p,,
DIV4230,Sésame et les Lys,m,,p,,
DIV4240,"Proust, Primoli, la Moda. Otto lettere inedite di Proust e tre saggi. 37 tavole",m,,bibl,,
DIV4250,Dossiers: Une lettre de Marcel Proust √† Charles Maurras,a,,bibl,,
DIV4250,Cahiers Charles Maurras,j,,bibl,,
DIV4250,A l'ombre des jeunes filles en fleurs,m,,p,,
DIV4250,Sept √©tudes sur Marcel Proust,m,,p,,
DIV4250,Revue Encyclop√©dique,m,,p,,
DIV4260,Une lettre in√©dite de Proust,a,,bibl,,
DIV4260,Candide,j,,bibl,,
DIV4260,Le Confesseur et les Poetes,m,,p,,
DIV4260,Revue de Paris,j,,p,http://gallica.bnf.fr/ark:/12148/cb34404247s/date,
DIV4270,Une d√©dicace de Proust,a,,bibl,,
DIV4270,Les Nouvelles Litteraires,j,,bibl,,
DIV4280,"Marcel Proust and the ""Chant d'un rossignol"": an unpublished letter",a,,bibl,,
DIV4280,Modern Language Notes,j,,bibl,,
DIV4280,A l'ombre des jeunes filles en fleurs,m,,p,,
DIV4290,Un amour de Proust? Textes inédits à Germaine Giraudeau,a,,bibl,,
DIV4290,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4300,Lettre de Marcel Proust √† Illian,a,,bibl,,
DIV4300,Bulletin de la Soci√©t√© des Amis de Marcel Proust et des Amis de Combray,j,,bibl,,
DIV4310,Quand Marcel Proust lui √©crivait,a,,bibl,,
DIV4310,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV4310,Harvard Library Bulletin,j,,p,,
DIV4320,Journal d'un collectionneur marchand de tableaux. Pr√©face de Jean Gh√©henno,m,,bibl,,
DIV4320,Sodome et Gomorrhe,m,,p,,
DIV4330,"Dixi√®me anniversaire de la mort de Colette: Deux lettres in√©dites de l'auteur de ""Ch√©ri"" √† Proust",a,,bibl,,
DIV4330,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV4340,Les vacances imaginaires de Marcel Proust,a,,bibl,,
DIV4340,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV4340,Chroniques,m,,p,,
DIV4340,Swann,m,,p,,
DIV4350,"Paul Desjardins et les D√©cades de Pontigny: √©tudes, t√©moignages et documents in√©dits pr√©sent√©s par Anne Heurgon-Desjardins. Pr√©face d'Andr√© Maurois de l'Acad√©mie fran√ßaise",m,,bibl,,
DIV4360,Scofield Thayer and The Dial. An Illustrated History,m,,bibl,,
DIV4360,The Dial,j,,p,,
DIV4360,À la Recherche du Temps Perdu,m,,p,,
DIV4360,Modern Forms,j,,p,,
DIV4360,The Approach to M. Marcel Proust,a,,p,,
DIV4360,Dial,j,,p,,
DIV4360,Sodome et Gomorrhe II,m,,note,,
DIV4370,Briefe an Gallimard,a,,bibl,,
DIV4370,Neue Rundschau (Berlin),j,,bibl,,
DIV4380,La Cigale des nuits: Lettres de Marcel Proust √† l'abb√© Mugnier comment√©es par la Princesse [Marthe] Bibesco,a,,bibl,,
DIV4380,La Revue de Paris,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34404247s/date,
DIV4380,Candide,j,,p,,
DIV4380,Le Confesseur et les Poetes,m,,p,,
DIV4390,Proust et Dada: deux lettres in√©dites de Marcel Proust √† Philippe Soupault et √† Andr√© Breton,a,,bibl,,
DIV4390,Revue d'Histoire Litteraire de la France,j,,bibl,,
DIV4390,Guermantes I,m,,p,,
DIV4400,Dada √† Paris,m,,bibl,,
DIV4400,Revue d'Histoire Litteraire de la France,j,,p,,
DIV4410,"Le Confesseur et les po√®tes: lettres adress√©es √† l'abb√© Mugnier par Paul Val√©ry, Jean Cocteau, Barr√®s, Montesquiou et Proust",m,,bibl,,
DIV4410,Candide,j,,p,,
DIV4420,L'√âducation sentimentale. Pr√©faces d'Albert Thibaudet et de Marcel Proust. Notice et notes de S. de Sacy,m,,bibl,,
DIV4420,Chroniques,m,,p,,
DIV4420,"A propos du ""style"" de Flaubert",a,,p,,
DIV4430,Album Proust: Iconographie r√©unie et comment√©e par Pierre Clarac et Andr√© Ferr√©,m,,bibl,,
DIV4430,Jean Santeuil,m,,p,,
DIV4430,Jeunes Filles,m,,p,,
DIV4430,Swann,m,,p,,
DIV4440,Marcel Proust retrouv√©: Jacques de Lacretelle pr√©sente un choix de lettres in√©dites,a,,bibl,,
DIV4440,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV4440,Temps perdu,m,,p,,
DIV4450,Il mito di Parigi: saggi e motivi francesi,m,,bibl,,
DIV4450,Il Corriere della Sera,j,,p,,
DIV4450,Un amico de Proust,a,,p,,
DIV4450,Revue de Paris,j,,p,http://gallica.bnf.fr/ark:/12148/cb34404247s/date,
DIV4460,Trois lettres in√©dites de Marcel Proust,a,,bibl,,
DIV4460,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV4460,Lettres retrouv√©es,m,,p,,
DIV4470,Proust √©crit √† son ami Ren√© Peter,a,,bibl,,
DIV4470,La Revue de Paris,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34404247s/date,
DIV4470,Il Mito di Parigi,m,,p,,
DIV4480,Proust et Maeterlinck: un pastiche in√©dit. Communication √† la s√©ance du 16 septembre 1967 de l'Acad√©mie Royale de langue et de litt√©rature fran√ßaise,a,,bibl,,
DIV4480,Bulletin {de l'Acad√©mie Royale de langue et de litt√©rature fran√ßaise},j,,bibl,,
DIV4480,Pastiches et Melanges,m,,p,,
DIV4480,Textes Retrouves,m,,p,,
DIV4490,Sixteen letters of Marcel Proust to Joseph Reinach,a,,bibl,,
DIV4490,Modern Language Review,j,,bibl,,
DIV4500,Le Greco retrouv√©: Autour d'une lettre in√©dite de Marcel Proust,a,,bibl,,
DIV4500,Plaisir de France,j,,bibl,,
DIV4510,Un in√©dit de Marcel Proust: Piti√© pour les cath√©drales,a,,bibl,,
DIV4510,Les Nouvelles Litteraires,j,,bibl,,
DIV4510,Proust perdu et retrouv√©,a,,p,,
DIV4520,"Robert de Montesquiou √† Marcel Proust, lettre pr√©sent√©e et annot√©e par Philip Kolb",a,,bibl,,
DIV4520,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4530,"Textes in√©dits de Marcel Proust. Trois fragments sacrifi√©s et deux portraits (1892-1895), pr√©sent√©s et annot√©s par Larkin B. Price (avec un fac-simil√©)",a,,bibl,,
DIV4530,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4530,Le Banquet,j,,p,,
DIV4530,Les Plaisirs et les Jours,m,,note,,
DIV4540,"Lettre de Marcel Proust √† Lucien Muhlfeld, annot√©e par Suzanne Louckx",a,,bibl,,
DIV4540,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4550,Cahiers Jean Cocteau I,m,,bibl,,
DIV4560,Comment d√©buta Marcel Proust. Lettres in√©dites suivi de souvenirs et confidences sur Marcel Proust et de r√©flexions sur Marcel Proust. Nouvelle √©dition revue et augment√©e,m,,bibl,,
DIV4560,Comment d√©buta Marcel Proust,m,,p,,
DIV4560,De Loti à Proust: Souvenirs et Confidences,m,,p,,
DIV4560,Du côte de Marcel Proust,m,,p,,
DIV4560,Nouvelles litteraires,j,,p,,
DIV4560,De Loti à Proust: Souvenirs et Confidences,m,,p,,
DIV4570,Quatre Lettres √† son Fr√®re,a,,bibl,,
DIV4570,La Nouvelle Revue Francaise,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb34356973m/date,
DIV4580,Lettre de Marcel Proust √† Georges Goyau,a,,bibl,,
DIV4580,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4590,"Lettre √† Jacques Porel (15 octobre 1919, Paris- Enveloppe avec cachet de la poste",a,,bibl,,
DIV4590,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4590,Harvard Library Bulletin,j,,p,,
DIV4600,Lettre √† Robert de Billy (fac-simil√©),a,,bibl,,
DIV4600,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4600,Lettres et conversations,m,,p,,
DIV4610,"Les deux lettres de Curtius √† Proust, pr√©sent√©es par Philip Kolb",a,,bibl,,
DIV4610,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4620,Lettres in√©dites de Marcel Proust,a,,bibl,,
DIV4620,La Revue des Deux Mondes,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb32858360p/date,
DIV4620,Correspondance,m,,p,,
DIV4630,"Le Confesseur et les po√®tes, avec des lettres in√©dites de Jean Cocteau, Marcel Proust, Robert de Montesquiou, Paul Val√©ry et Maurice Baring √† l'abb√© Mugnier",m,,bibl,,
DIV4640,Marcel Proust: Deux lettres in√©dites [sic] √† l'abb√© Mugnier,a,,bibl,,
DIV4640,Le Figaro Litteraire,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb343599097/date,
DIV4640,Revue de Paris,j,,p,http://gallica.bnf.fr/ark:/12148/cb34404247s/date,
DIV4640,Candide,j,,p,,
DIV4640,Revue de Paris,j,,p,http://gallica.bnf.fr/ark:/12148/cb34404247s/date,
DIV4650,Les Pastiches de Proust: √âdition critique et comment√©e,m,,bibl,,
DIV4650,Pastiches et Melanges,m,,p,,
DIV4660,Édouard Rod and Marcel Proust,a,,bibl,,
DIV4660,French Studies (Oxford),j,,bibl,,
DIV4670,"Fleurs blanches et sacril√®ge; √† propos d'une lettre in√©dite de Marcel Proust √† Gabriel Mourey, directeur de la revue ""Les Arts de la Vie""",a,,bibl,,
DIV4670,Europe,j,,bibl,,
DIV4680,"Une lettre de Marcel Proust √† Gabriel Faur√©, comment√©e par Jean-Michel Nectoux: Proust et Faur√©",a,,bibl,,
DIV4680,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4690,"Lettre de Marcel Proust √† L√©on Bailby, pr√©sent√©e et annot√©e par Will L. McLendon",a,,bibl,,
DIV4690,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4700,Textes in√©dits et retrouv√©s: Pastiche de Pell√©as et M√©lisande,a,,bibl,,
DIV4700,Le Monde,j,,bibl,,
DIV4700,Textes Retrouves,m,,p,,
DIV4700,Pastiches et Melanges,m,,p,,
DIV4702,Textes in√©dits et retrouv√©s: S√©nancour,a,,bibl,,
DIV4702,Le Monde,j,,bibl,,
DIV4702,R√™veries,m,,p,,
DIV4702,La Recherche,m,,p,,
DIV4702,Textes Retrouves,m,,p,,
DIV4702,Contre Sainte-Beuve,m,,p,,
DIV4704,Le Fonctionnaire de la Mazarine: Lettre in√©dite √† Pol Neveux,a,,bibl,,
DIV4704,Le Monde,j,,bibl,,
DIV4710,"Textes in√©dits et retrouv√©s: Souvenir, pr√©sent√© par Philip Kolb",a,,bibl,,
DIV4710,Le Monde,j,,bibl,,
DIV4710,Textes Retrouves,m,,p,,
DIV4720,Jean Santeuil pr√©c√©d√© de Les Plaisirs et les Jours. √âdition √©tablie par Pierre Clarac avec la collaboration d'Yves Sandre. Biblioth√®que de la Pl√©iade IV,m,,bibl,,
DIV4730,Contre Sainte-Beuve pr√©c√©d√© de Pastiches et M√©langes et suivi de Essais et articles. √âdition √©tablie par Pierre Clarac avec la collaboration d'Yves Sandre. Biblioth√®que de la Pl√©iade V,m,,bibl,,
DIV4735,Portrait de Fran√ßoise,a,,bibl,,
DIV4735,Revue d'Histoire Litteraire de la France,j,,bibl,,
DIV4735,Le Côte de Guermantes,m,,p,,
DIV4738,Une Lettre in√©dite de Proust √† Misia Sert,a,,bibl,,
DIV4738,Revue d'Histoire Litteraire de la France,j,,bibl,,
DIV4740,Lettre in√©dite de Marcel Proust √† Jean de Pierrefeu,a,,bibl,,
DIV4740,Revue d'Histoire Litteraire de la France,j,,bibl,,
DIV4750,"Marcel Proust et Marie de R√©gnier, reine des Canaques",a,,bibl,,
DIV4750,Bulletin du Bibliophile,j,,bibl,,
DIV4750,Jeunes Filles,m,,p,,
DIV4760,Scriitori Straini √Æn arhive rom√¢nesti: Marcel Proust .... √Æn Muzeul literaturii rom√¢ne,a,,bibl,,
DIV4760,Manuscriptum,j,,bibl,,
DIV4780,Marcel Proust y Henri Bergson (reflexion ante un centenario) 1871-1971,a,,bibl,,
DIV4780,Arbor (Madrid),j,,bibl,,
DIV4780,Bergson et Proust: accords et dissonances,a,,p,,
DIV4780,Les √©tudes bergsoniennes,s,,p,,
DIV4790,Autour d'une lettre in√©dite de Marcel Proust,a,,bibl,,
DIV4790,Bulletin du Bibliophile,j,,bibl,,
DIV4790,Sésame et les Lys,m,,p,,
DIV4800,Una lettera inedita di Marcel Proust: A la ricerca di un epistolario perduto,a,,bibl,,
DIV4800,La Destra: Rivista internazionale di cultura e politica,j,,bibl,,
DIV4810,Les id√©es et les hommes: Marcel Proust et Louis de Robert,a,,bibl,,
DIV4810,La Revue Fran√ßaise de l'√âlite Europ√©enne,j,,bibl,,
DIV4820,La Soci√©t√© fran√ßaise 1914-1970 √† travers la litt√©rature,m,,bibl,,
DIV4820,Temps retrouve,m,,p,,
DIV4830,Mon ami Marcel Proust: souvenirs intimes par Maurice Duplay,m,,bibl,,
DIV4840,"Lettres de Marcel Proust √† Mme Hugo Finaly, pr√©sent√©es par Philip Kolb",a,,bibl,,
DIV4840,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4850,"Lettres de Marcel Proust √† Louisa de Mornand, pr√©sent√©es par Larkin B. Price",a,,bibl,,
DIV4850,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4860,"Lettre √† Gabriel Mourey, pr√©sent√©e par Jean-Michel Nectoux",a,,bibl,,
DIV4860,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4870,Manuscrits d'√âcrivains fran√ßais des 19e et 20e si√®cles. Documents r√©unis et pr√©sent√©s par Jean-Luc Merci√©,m,,bibl,,
DIV4880,Proust et Ruskin d'apr√®s une lettre de 1917. Lettre in√©dite √† Jacques H√©bertot,a,,bibl,,
DIV4880,Bulletin Marcel Proust,j,,bibl,https://catalog.hathitrust.org/Record/000524999,
DIV4890,Correspondance de Proust. Pr√©sent√© par Bernard Pluchart,m,,bibl,,
DIV4900,"Lettres choisies, avec une Notice biographique et litt√©raire, des Notes explicatives, une Documentation th√©matique, des Jugements, une Questionnaire et des Sujets de devoirs, par Bernard Pluchart-Simon, Docteur en litt√©rature fran√ßaise, Assistant √† la Facult√© des Lettres d'Oran",m,,bibl,,
DIV4910,Proust and his world,m,,bibl,,
DIV4920,Correspondance avec Madame Straus. Pr√©face par Susy [sic] Mante-Proust,m,,bibl,,
DIV4920,Choix,,,p,,
DIV4930,"Lettres in√©dites √† Albert Sorel. Marcel Proust, par Jean Albert-Sorel",a,,bibl,,
DIV4930,La Nouvelle Revue des Deux Mondes,j,,bibl,http://gallica.bnf.fr/ark:/12148/cb32858360p/date,
DIV4940,Les M√©moires d'un valet de chambre. Les Souvenirs d'Ernest Forssgren,m,,bibl,,
DIV4950,Correspondance Proust-Copeau. Texte √©tabli et pr√©sent√© par Michel Raimond,m,,bibl,,
